Unnamed: 0,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
4674,ENSG00000104343,73780097,73878910,8,protein_coding,UBE2W,ENSMUSG00000025939,16611014,16689713,1,protein_coding,Ube2w
3412,ENSG00000169139,48008415,48064708,8,protein_coding,UBE2V2,ENSMUSG00000022674,15369941,15413637,16,protein_coding,Ube2v2
15238,ENSG00000244687,50081124,50115959,20,protein_coding,UBE2V1,ENSMUSG00000078923,167449558,167474015,2,protein_coding,Ube2v1
14593,ENSG00000177414,64203623,64267368,1,protein_coding,UBE2U,ENSMUSG00000069733,100336046,100407344,4,protein_coding,Ube2u
4917,ENSG00000077152,202331657,202341980,1,protein_coding,UBE2T,ENSMUSG00000026429,134890303,134901900,1,protein_coding,Ube2t
9153,ENSG00000107341,33817160,33920399,9,protein_coding,UBE2R2,ENSMUSG00000036241,41135743,41193380,4,protein_coding,Ube2r2
13074,ENSG00000215218,6448859,6496723,5,protein_coding,UBE2QL1,ENSMUSG00000052981,69850951,69888008,13,protein_coding,Ube2ql1
7907,ENSG00000140367,75843307,75901078,15,protein_coding,UBE2Q2,ENSMUSG00000032307,55056138,55114813,9,protein_coding,Ube2q2
11200,ENSG00000160714,154548577,154559028,1,protein_coding,UBE2Q1,ENSMUSG00000042572,89680923,89691307,3,protein_coding,Ube2q1
2463,ENSG00000175931,76389456,76453152,17,protein_coding,UBE2O,ENSMUSG00000020802,116428566,116472273,11,protein_coding,Ube2o
15052,ENSG00000177889,93405673,93441947,12,protein_coding,UBE2N,ENSMUSG00000074781,95351007,95381519,10,protein_coding,Ube2n
783,ENSG00000130725,58555712,58558954,19,protein_coding,UBE2M,ENSMUSG00000005575,12769047,12772202,7,protein_coding,Ube2m
5268,ENSG00000156587,57551656,57568284,11,protein_coding,UBE2L6,ENSMUSG00000027078,84629172,84640679,2,protein_coding,Ube2l6
10082,ENSG00000185651,21549447,21624034,22,protein_coding,UBE2L3,ENSMUSG00000038965,16969877,17020513,16,protein_coding,Ube2l3
6414,ENSG00000078140,39698109,39782792,4,protein_coding,UBE2K,ENSMUSG00000029203,65694576,65756331,5,protein_coding,Ube2k
3664,ENSG00000160087,1253909,1273864,1,protein_coding,UBE2J2,ENSMUSG00000023286,156028288,156044061,4,protein_coding,Ube2j2
5881,ENSG00000198833,89326625,89352722,6,protein_coding,UBE2J1,ENSMUSG00000028277,33031416,33052363,4,protein_coding,Ube2j1
1392,ENSG00000103275,1308880,1327018,16,protein_coding,UBE2I,ENSMUSG00000015120,25480890,25493596,17,protein_coding,Ube2i
10156,ENSG00000186591,129830732,129952960,7,protein_coding,UBE2H,ENSMUSG00000039159,30211288,30304538,6,protein_coding,Ube2h
1106,ENSG00000184787,44768580,44801826,21,protein_coding,UBE2G2,ENSMUSG00000009293,77458109,77481827,10,protein_coding,Ube2g2
2459,ENSG00000132388,4269259,4366675,17,protein_coding,UBE2G1,ENSMUSG00000020794,72498109,72577307,11,protein_coding,Ube2g1
8586,ENSG00000184182,237966827,238042782,2,protein_coding,UBE2F,ENSMUSG00000034343,91178026,91218059,1,protein_coding,Ube2f
5249,ENSG00000170035,180967248,181076585,2,protein_coding,UBE2E3,ENSMUSG00000027011,78698468,78751637,2,protein_coding,Ube2e3
13703,ENSG00000182247,23203020,23591794,3,protein_coding,UBE2E2,ENSMUSG00000058317,3575429,3896121,14,protein_coding,Ube2e2
2943,ENSG00000170142,23805955,23891640,3,protein_coding,UBE2E1,ENSMUSG00000021774,4137837,4186974,14,protein_coding,Ube2e1
15498,ENSG00000109332,102794383,102868896,4,protein_coding,UBE2D3,ENSMUSG00000091896,35904611,35942547,18,protein_coding,Ube2d2a
1987,ENSG00000072401,58334979,58370751,10,protein_coding,UBE2D1,ENSMUSG00000019927,71090810,71121092,10,protein_coding,Ube2d1
7978,ENSG00000118420,82892390,83065841,6,protein_coding,UBE3D,ENSMUSG00000032415,86189359,86347003,9,protein_coding,Ube2cbp
209,ENSG00000175063,45812576,45816957,20,protein_coding,UBE2C,ENSMUSG00000001403,164611818,164620742,2,protein_coding,Ube2c
2237,ENSG00000119048,134371469,134392108,5,protein_coding,UBE2B,ENSMUSG00000020390,51876324,51891589,11,protein_coding,Ube2b
1523,ENSG00000077721,119574536,119591083,X,protein_coding,UBE2A,ENSMUSG00000016308,36137553,36147875,X,protein_coding,Ube2a
8848,ENSG00000213886,29555515,29559732,6,protein_coding,UBD,ENSMUSG00000035186,37504783,37506986,17,protein_coding,Ubd
1050,ENSG00000150991,124911604,124917368,12,protein_coding,UBC,ENSMUSG00000008348,125463029,125467266,5,protein_coding,Ubc
1875,ENSG00000170315,16380798,16382745,17,protein_coding,UBB,ENSMUSG00000019505,62441997,62444039,11,protein_coding,Ubb
7758,ENSG00000154127,122655722,122814473,11,protein_coding,UBASH3B,ENSMUSG00000032020,40922394,41072993,9,protein_coding,Ubash3b
11120,ENSG00000160185,42403447,42447684,21,protein_coding,UBASH3A,ENSMUSG00000042345,31426847,31465866,17,protein_coding,Ubash3a
11187,ENSG00000143569,154220179,154271510,1,protein_coding,UBAP2L,ENSMUSG00000042520,89907447,89959935,3,protein_coding,Ubap2l
5959,ENSG00000137073,33921693,34049388,9,protein_coding,UBAP2,ENSMUSG00000028433,41194313,41275144,4,protein_coding,Ubap2
15367,ENSG00000246922,65092760,65115200,15,protein_coding,UBAP1L,ENSMUSG00000086228,65268323,65287659,9,protein_coding,Ubap1l
5963,ENSG00000165006,34179005,34252523,9,protein_coding,UBAP1,ENSMUSG00000028437,41348996,41390525,4,protein_coding,Ubap1
12708,ENSG00000185262,76265348,76271298,17,protein_coding,UBALD2,ENSMUSG00000050628,116324920,116329903,11,protein_coding,Ubald2
10289,ENSG00000153443,4608883,4615027,16,protein_coding,UBALD1,ENSMUSG00000039568,4692642,4698179,16,protein_coding,Ubald1
10960,ENSG00000134882,99200774,99386504,13,protein_coding,UBAC2,ENSMUSG00000041765,122116032,122258446,14,protein_coding,Ubac2
9183,ENSG00000130560,135932969,135961373,9,protein_coding,UBAC1,ENSMUSG00000036352,25888555,25911759,2,protein_coding,Ubac1
8076,ENSG00000182179,49805209,49813953,3,protein_coding,UBA7,ENSMUSG00000032596,107852704,107861259,9,protein_coding,Uba7
9053,ENSG00000033178,67612652,67701155,4,protein_coding,UBA6,ENSMUSG00000035898,86257146,86320662,5,protein_coding,Uba6
15423,ENSG00000221983,18571730,18577550,19,protein_coding,UBA52,ENSMUSG00000090137,70960913,70963451,8,protein_coding,Uba52
8053,ENSG00000081307,132654446,132679794,3,protein_coding,UBA5,ENSMUSG00000032557,103923798,103940333,9,protein_coding,Uba5
6800,ENSG00000144744,69054730,69080408,3,protein_coding,UBA3,ENSMUSG00000030061,97160631,97182608,6,protein_coding,Uba3
13075,ENSG00000126261,34428352,34471251,19,protein_coding,UBA2,ENSMUSG00000052997,33840113,33869024,7,protein_coding,Uba2
300,ENSG00000130985,47190861,47215128,X,protein_coding,UBA1,ENSMUSG00000001924,20524565,20549418,X,protein_coding,Uba1
5214,ENSG00000197355,137077517,137084539,9,protein_coding,UAP1L1,ENSMUSG00000026956,25249901,25255694,2,protein_coding,Uap1l1
5053,ENSG00000117143,162561506,162599842,1,protein_coding,UAP1,ENSMUSG00000026670,169969507,170002526,1,protein_coding,Uap1
8628,ENSG00000137831,70654554,70763558,15,protein_coding,UACA,ENSMUSG00000034485,60701824,60787652,9,protein_coding,Uaca
7972,ENSG00000163714,142964497,143060725,3,protein_coding,U2SURP,ENSMUSG00000032407,95338951,95394049,9,protein_coding,U2surp
6980,ENSG00000063244,55654146,55674716,19,protein_coding,U2AF2,ENSMUSG00000030435,5065142,5082937,7,protein_coding,U2af2
12321,ENSG00000162971,199928913,199955736,2,protein_coding,TYW5,ENSMUSG00000048495,57427396,57446260,1,protein_coding,Tyw5
12147,ENSG00000162623,74733152,74766678,1,protein_coding,TYW3,ENSMUSG00000047583,154282068,154302741,3,protein_coding,Tyw3
2067,ENSG00000156521,70137981,70146700,10,protein_coding,TYSND1,ENSMUSG00000020087,61531293,61538552,10,protein_coding,Tysnd1
847,ENSG00000107165,12685439,12710285,9,protein_coding,TYRP1,ENSMUSG00000005994,80752360,80769956,4,protein_coding,Tyrp1
7036,ENSG00000011600,35904401,35908295,19,protein_coding,TYROBP,ENSMUSG00000030579,30113185,30117010,7,protein_coding,Tyrobp
5368,ENSG00000092445,41557675,41583589,15,protein_coding,TYRO3,ENSMUSG00000027298,119628214,119648585,2,protein_coding,Tyro3
664,ENSG00000077498,89177875,89295759,11,protein_coding,TYR,ENSMUSG00000004651,87073979,87142720,7,protein_coding,Tyr
4593,ENSG00000176890,657653,673578,18,protein_coding,TYMS,ENSMUSG00000025747,30263200,30278615,5,protein_coding,Tyms
3389,ENSG00000025708,50525752,50530032,22,protein_coding,TYMP,ENSMUSG00000022615,89256134,89261242,15,protein_coding,Tymp
7833,ENSG00000105397,10350529,10380572,19,protein_coding,TYK2,ENSMUSG00000032175,21015364,21042539,9,protein_coding,Tyk2
117,ENSG00000197763,126571779,126655124,3,protein_coding,TXNRD3,ENSMUSG00000000811,89620970,89652511,6,protein_coding,Txnrd3
15148,ENSG00000184470,19875517,19941820,22,protein_coding,TXNRD2,ENSMUSG00000075704,18245134,18297823,16,protein_coding,Txnrd2
2159,ENSG00000198431,104215779,104350307,12,protein_coding,TXNRD1,ENSMUSG00000020250,82669785,82733546,10,protein_coding,Txnrd1
7580,ENSG00000140830,72044289,72094431,16,protein_coding,TXNL4B,ENSMUSG00000031723,110292524,110300683,8,protein_coding,Txnl4b
13589,ENSG00000141759,79970813,80033949,18,protein_coding,TXNL4A,ENSMUSG00000057130,80250010,80269070,18,protein_coding,Txnl4a
4064,ENSG00000091164,56597209,56651600,18,protein_coding,TXNL1,ENSMUSG00000024583,63794165,63841872,18,protein_coding,Txnl1
9875,ENSG00000265972,145992435,145996579,1,protein_coding,TXNIP,ENSMUSG00000038393,96465273,96469199,3,protein_coding,Txnip
13711,ENSG00000115514,99318982,99340702,2,protein_coding,TXNDC9,ENSMUSG00000058407,38024270,38036974,1,protein_coding,Txndc9
10003,ENSG00000204193,110303476,110337884,9,protein_coding,TXNDC8,ENSMUSG00000038709,57984027,58009124,4,protein_coding,Txndc8
10093,ENSG00000239264,7881517,7910788,6,protein_coding,TXNDC5,ENSMUSG00000038991,38684055,38712800,13,protein_coding,Txndc5
12703,ENSG00000168454,9885766,9889275,18,protein_coding,TXNDC2,ENSMUSG00000050612,65944502,65949163,17,protein_coding,Txndc2
2464,ENSG00000129235,6640985,6644541,17,protein_coding,TXNDC17,ENSMUSG00000020803,72098373,72100841,11,protein_coding,Txndc17
2971,ENSG00000087301,52430596,52552522,14,protein_coding,TXNDC16,ENSMUSG00000021830,45370922,45457785,14,protein_coding,Txndc16
2801,ENSG00000113621,134874371,134901635,5,protein_coding,TXNDC15,ENSMUSG00000021497,55862463,55874040,13,protein_coding,Txndc15
6038,ENSG00000117862,52020131,52055191,1,protein_coding,TXNDC12,ENSMUSG00000028567,108691798,108719324,4,protein_coding,Txndc12
3325,ENSG00000153066,11679083,11742857,16,protein_coding,TXNDC11,ENSMUSG00000022498,10892775,10952514,16,protein_coding,Txndc11
748,ENSG00000100348,36467046,36481640,22,protein_coding,TXN2,ENSMUSG00000005354,77799247,77813206,15,protein_coding,Txn2
9854,ENSG00000086712,16786432,16844519,X,protein_coding,TXLNG,ENSMUSG00000038344,161561915,161612450,X,protein_coding,Txlng
10396,ENSG00000164440,139240061,139291998,6,protein_coding,TXLNB,ENSMUSG00000039891,17671974,17721413,10,protein_coding,Txlnb
13182,ENSG00000084652,32179675,32198285,1,protein_coding,TXLNA,ENSMUSG00000053841,129519871,129534858,4,protein_coding,Txlna
13321,ENSG00000074966,48066393,48134250,4,protein_coding,TXK,ENSMUSG00000054892,72853321,72910120,5,protein_coding,Txk
3824,ENSG00000128791,9334767,9402420,18,protein_coding,TWSG1,ENSMUSG00000024098,66228967,66258221,17,protein_coding,Twsg1
4372,ENSG00000107815,100987367,100994403,10,protein_coding,TWNK,ENSMUSG00000025209,44994102,45001201,19,protein_coding,Twnk
1014,ENSG00000233608,238848032,238910534,2,protein_coding,TWIST2,ENSMUSG00000007805,91729183,91775750,1,protein_coding,Twist2
9028,ENSG00000122691,19020991,19117636,7,protein_coding,TWIST1,ENSMUSG00000035799,34007670,34009828,12,protein_coding,Twist1
3661,ENSG00000247596,52228612,52246788,3,protein_coding,TWF2,ENSMUSG00000023277,106080307,106092588,9,protein_coding,Twf2
3297,ENSG00000151239,43793723,43806328,12,protein_coding,TWF1,ENSMUSG00000022451,94475832,94487770,15,protein_coding,Twf1
12753,ENSG00000166676,10760919,10818794,16,protein_coding,TVP23A,ENSMUSG00000050908,10238421,10265226,16,protein_coding,Tvp23a
8874,ENSG00000083223,86287733,86354454,9,protein_coding,TUT7,ENSMUSG00000035248,59919375,59970961,13,protein_coding,Tut7
8660,ENSG00000134744,52408282,52553487,1,protein_coding,TUT4,ENSMUSG00000034610,108316623,108416618,4,protein_coding,Tut4
14776,ENSG00000149016,62575045,62591637,11,protein_coding,TUT1,ENSMUSG00000071645,8931211,8943574,19,protein_coding,Tut1
15744,ENSG00000104723,15417215,15766649,8,protein_coding,TUSC3,ENSMUSG00000118664,39472999,39619367,8,protein_coding,Tusc3
1159,ENSG00000114383,50320027,50328251,3,protein_coding,TUSC2,ENSMUSG00000010054,107440454,107443311,9,protein_coding,Tusc2
13205,ENSG00000198680,25676969,25678444,9,protein_coding,TUSC1,ENSMUSG00000054000,93222375,93223748,4,protein_coding,Tusc1
8593,ENSG00000130338,158232236,158511828,6,protein_coding,TULP4,ENSMUSG00000034377,6156712,6301403,17,protein_coding,Tulp4
236,ENSG00000078246,2877223,2941138,12,protein_coding,TULP3,ENSMUSG00000001521,128298124,128332814,6,protein_coding,Tulp3
3683,ENSG00000104804,48880967,48898744,19,protein_coding,TULP2,ENSMUSG00000023467,45131301,45173056,7,protein_coding,Tulp2
9540,ENSG00000112041,35497874,35512896,6,protein_coding,TULP1,ENSMUSG00000037446,28570489,28584196,17,protein_coding,Tulp1
840,ENSG00000143367,151540305,151583583,1,protein_coding,TUFT1,ENSMUSG00000005968,94520064,94566179,3,protein_coding,Tuft1
14927,ENSG00000178952,28842411,28846348,16,protein_coding,TUFM,ENSMUSG00000073838,126086533,126089903,7,protein_coding,Tufm
12910,ENSG00000128159,50217689,50245023,22,protein_coding,TUBGCP6,ENSMUSG00000051786,88982560,89007315,15,protein_coding,Tubgcp6
8410,ENSG00000275835,22983192,23039572,15,protein_coding,TUBGCP5,ENSMUSG00000033790,55443902,55481425,7,protein_coding,Tubgcp5
5352,ENSG00000137822,43369221,43409771,15,protein_coding,TUBGCP4,ENSMUSG00000027263,121001135,121029251,2,protein_coding,Tubgcp4
108,ENSG00000126216,112485011,112588205,13,protein_coding,TUBGCP3,ENSMUSG00000000759,12664277,12722248,8,protein_coding,Tubgcp3
4496,ENSG00000130640,133278635,133318823,10,protein_coding,TUBGCP2,ENSMUSG00000025474,139575868,139616582,7,protein_coding,Tubgcp2
11670,ENSG00000037042,42659284,42667006,17,protein_coding,TUBG2,ENSMUSG00000045007,101046733,101052613,11,protein_coding,Tubg2
8851,ENSG00000131462,42609641,42615238,17,protein_coding,TUBG1,ENSMUSG00000035198,101010764,101017245,11,protein_coding,Tubg1
1943,ENSG00000074935,112070663,112087529,6,protein_coding,TUBE1,ENSMUSG00000019845,39009972,39028538,10,protein_coding,Tube1
2299,ENSG00000108423,59859479,59892945,17,protein_coding,TUBD1,ENSMUSG00000020513,86435817,86458186,11,protein_coding,Tubd1
223,ENSG00000176014,12307669,12344320,18,protein_coding,TUBB6,ENSMUSG00000001473,67523787,67535819,18,protein_coding,Tubb6
238,ENSG00000196230,30717435,30725538,6,protein_coding,TUBB,ENSMUSG00000001525,36144813,36149198,17,protein_coding,Tubb5
9292,ENSG00000188229,137241287,137243707,9,protein_coding,TUBB4B,ENSMUSG00000036752,25112172,25114714,2,protein_coding,Tubb4b
14144,ENSG00000104833,6494319,6502848,19,protein_coding,TUBB4A,ENSMUSG00000062591,57387066,57394782,17,protein_coding,Tubb4a
14128,ENSG00000258947,89921392,89938761,16,protein_coding,TUBB3,ENSMUSG00000062380,124138163,124148754,8,protein_coding,Tubb3
11695,ENSG00000137285,3223324,3231730,6,protein_coding,TUBB2B,ENSMUSG00000045136,34310731,34314449,13,protein_coding,Tubb2b
13737,ENSG00000137267,3153497,3157544,6,protein_coding,TUBB2A,ENSMUSG00000058672,34258257,34261990,13,protein_coding,Tubb2a
1519,ENSG00000101162,59019429,59026654,20,protein_coding,TUBB1,ENSMUSG00000016255,174292488,174299675,2,protein_coding,Tubb1
2670,ENSG00000178462,5393101,5404828,10,protein_coding,TUBAL3,ENSMUSG00000021216,3968274,3985277,13,protein_coding,Tubal3
4806,ENSG00000127824,219249710,219277902,2,protein_coding,TUBA4A,ENSMUSG00000026202,75190872,75196509,1,protein_coding,Tuba4a
11328,ENSG00000167553,49188736,49274600,12,protein_coding,TUBA1C,ENSMUSG00000043091,98927772,98935991,15,protein_coding,Tuba1c
3582,ENSG00000123416,49127782,49131397,12,protein_coding,TUBA1B,ENSMUSG00000023004,98829306,98832446,15,protein_coding,Tuba1b
14809,ENSG00000167552,49184686,49189080,12,protein_coding,TUBA1A,ENSMUSG00000072235,98847718,98851584,15,protein_coding,Tuba1a
7250,ENSG00000166402,8019244,8106243,11,protein_coding,TUB,ENSMUSG00000031028,108549545,108633667,7,protein_coding,Tub
9243,ENSG00000136295,2631986,2664802,7,protein_coding,TTYH3,ENSMUSG00000036565,140606333,140634786,5,protein_coding,Ttyh3
8696,ENSG00000141540,74213571,74262020,17,protein_coding,TTYH2,ENSMUSG00000034714,114566257,114611803,11,protein_coding,Ttyh2
6977,ENSG00000167614,54415219,54436904,19,protein_coding,TTYH1,ENSMUSG00000030428,4122407,4139707,7,protein_coding,Ttyh1
14064,ENSG00000118271,31557009,31598833,18,protein_coding,TTR,ENSMUSG00000061808,20798337,20807378,18,protein_coding,Ttr
1630,ENSG00000124120,44475874,44494603,20,protein_coding,TTPAL,ENSMUSG00000017679,163444234,163460933,2,protein_coding,Ttpal
14948,ENSG00000137561,63048553,63086053,8,protein_coding,TTPA,ENSMUSG00000073988,20007938,20030785,4,protein_coding,Ttpa
12907,ENSG00000155657,178525989,178830802,2,protein_coding,TTN,ENSMUSG00000051747,76534324,76812891,2,protein_coding,Ttn
15032,ENSG00000131044,31870634,31945000,20,protein_coding,TTLL9,ENSMUSG00000074673,152804405,152850402,2,protein_coding,Ttll9
3260,ENSG00000138892,50015123,50056935,22,protein_coding,TTLL8,ENSMUSG00000022388,88774836,88838621,15,protein_coding,Ttll8
9289,ENSG00000137941,83865024,83999150,1,protein_coding,TTLL7,ENSMUSG00000036745,146558122,146689764,3,protein_coding,Ttll7
10017,ENSG00000170703,48762234,48817229,17,protein_coding,TTLL6,ENSMUSG00000038756,96024612,96056277,11,protein_coding,Ttll6
8271,ENSG00000135912,218710835,218755416,2,protein_coding,TTLL4,ENSMUSG00000033257,74700904,74742889,1,protein_coding,Ttll4
6907,ENSG00000214021,9808086,9855138,3,protein_coding,TTLL3,ENSMUSG00000030276,113366221,113391548,6,protein_coding,Ttll3
15329,ENSG00000120440,167325071,167359503,6,protein_coding,TTLL2,ENSMUSG00000079722,7618284,7620095,17,protein_coding,Ttll2
11754,ENSG00000213471,90249530,90265482,15,protein_coding,TTLL13P,ENSMUSG00000045467,79896124,79910569,7,protein_coding,Ttll13
1558,ENSG00000100304,43166622,43187134,22,protein_coding,TTLL12,ENSMUSG00000016757,83459291,83479358,15,protein_coding,Ttll12
5180,ENSG00000175764,121815674,122093606,9,protein_coding,TTLL11,ENSMUSG00000026885,35641253,35869925,2,protein_coding,Ttll11
6332,ENSG00000162571,1173880,1197936,1,protein_coding,TTLL10,ENSMUSG00000029074,156119297,156143871,4,protein_coding,Ttll10
3293,ENSG00000100271,43039516,43089419,22,protein_coding,TTLL1,ENSMUSG00000022442,83367970,83395094,15,protein_coding,Ttll1
5429,ENSG00000114999,112482156,112541739,2,protein_coding,TTL,ENSMUSG00000027394,128907862,128938203,2,protein_coding,Ttl
9869,ENSG00000112742,80003887,80042527,6,protein_coding,TTK,ENSMUSG00000038379,83716742,83754442,9,protein_coding,Ttk
7502,ENSG00000129696,33473386,33513185,8,protein_coding,TTI2,ENSMUSG00000031577,31640343,31654730,8,protein_coding,Tti2
5564,ENSG00000101407,37983007,38033461,20,protein_coding,TTI1,ENSMUSG00000027650,157823723,157870353,2,protein_coding,Tti1
8263,ENSG00000116830,117060326,117107453,1,protein_coding,TTF2,ENSMUSG00000033222,100846176,100876979,3,protein_coding,Ttf2
5124,ENSG00000125482,132375548,132406851,9,protein_coding,TTF1,ENSMUSG00000026803,28950274,28977668,2,protein_coding,Ttf1
14787,ENSG00000162222,62728069,62740293,11,protein_coding,TTC9C,ENSMUSG00000071660,8786439,8796697,19,protein_coding,Ttc9c
1028,ENSG00000174521,40216058,40218384,19,protein_coding,TTC9B,ENSMUSG00000007944,27353340,27356771,7,protein_coding,Ttc9b
11254,ENSG00000133985,70641916,70675366,14,protein_coding,TTC9,ENSMUSG00000042734,81678023,81714331,12,protein_coding,Ttc9
